rank,incomePerSec,Common,Rare,Legendary,RatioCommon,RatioRare,RatioLegendary
358,203270,60636276747,49236705992,63600642177,3.35228E-06,4.12842E-06,3.19604E-06
359,207770,62665372258,50751090660,65492984492,3.31555E-06,4.0939E-06,3.1724E-06
360,212270,64729948973,52286655038,67409029241,3.27932E-06,4.05974E-06,3.14898E-06
361,218001,67209923379,54149359132,69742781506,3.24358E-06,4.02592E-06,3.12579E-06
362,223732,69734515952,56038753444,72106439832,3.20834E-06,3.99245E-06,3.1028E-06
363,229463,72304231927,57955081074,74500238154,3.17358E-06,3.95932E-06,3.08003E-06
364,235194,74919580221,59898586612,76924411616,3.13929E-06,3.92654E-06,3.05747E-06
365,240925,77581073450,61869516144,79379196570,3.10546E-06,3.89408E-06,3.03512E-06
366,246656,80289227942,63868117258,81864830586,3.07209E-06,3.86196E-06,3.01297E-06
367,252387,83044563759,65894639051,84381552452,3.03918E-06,3.83016E-06,2.99102E-06
368,258118,85847604710,67949332133,86929602180,3.0067E-06,3.79868E-06,2.96928E-06
369,263849,88698878370,70032448637,89509221011,2.97466E-06,3.76752E-06,2.94773E-06
370,269580,91598916096,72144242222,92120651416,2.94305E-06,3.73668E-06,2.92638E-06
371,276886,95089144975,74709937749,95306264068,2.91186E-06,3.70615E-06,2.90522E-06
372,284192,98640767966,77311811375,98532057864,2.88108E-06,3.67592E-06,2.88426E-06
373,291498,1.02E+11,79950187546,1.02E+11,2.85782E-06,3.646E-06,2.85782E-06
374,298804,1.06E+11,82625392666,1.05E+11,2.81891E-06,3.61637E-06,2.84575E-06
375,306110,1.10E+11,85337755113,1.08E+11,2.78282E-06,3.58704E-06,2.83435E-06
376,313416,1.13E+11,88087605242,1.12E+11,2.77359E-06,3.558E-06,2.79836E-06
377,320722,1.17E+11,90875275395,1.15E+11,2.74121E-06,3.52925E-06,2.78889E-06
378,328028,1.21E+11,93701099908,1.19E+11,2.71098E-06,3.50079E-06,2.75654E-06
379,335334,1.25E+11,96565415119,1.22E+11,2.68267E-06,3.47261E-06,2.74864E-06
380,342640,1.29E+11,99468559377,1.26E+11,2.65612E-06,3.44471E-06,2.71937E-06
381,351960,1.34E+11,1.03E+11,1.30E+11,2.62657E-06,3.41709E-06,2.70738E-06
382,361280,1.39E+11,1.07E+11,1.35E+11,2.59914E-06,3.37645E-06,2.67615E-06
383,370600,1.44E+11,1.10E+11,1.39E+11,2.57361E-06,3.36909E-06,2.66619E-06
384,379920,1.49E+11,1.14E+11,1.44E+11,2.5498E-06,3.33263E-06,2.63833E-06
385,389240,1.55E+11,1.18E+11,1.48E+11,2.51123E-06,3.29864E-06,0.00000263
386,398560,1.60E+11,1.21E+11,1.53E+11,0.000002491,3.29388E-06,2.60497E-06
387,407880,1.65E+11,1.25E+11,1.57E+11,0.000002472,3.26304E-06,2.59796E-06
388,417200,1.71E+11,1.29E+11,1.62E+11,2.43977E-06,3.23411E-06,2.57531E-06
389,426520,1.77E+11,1.33E+11,1.67E+11,2.40972E-06,3.20692E-06,2.55401E-06
390,435840,1.82E+11,1.37E+11,1.72E+11,2.39473E-06,3.18131E-06,2.53395E-06
391,447738,1.89E+11,1.42E+11,1.78E+11,2.36898E-06,3.15308E-06,2.51538E-06
392,459636,1.96E+11,1.47E+11,1.84E+11,2.34508E-06,3.12678E-06,2.49802E-06
393,471534,2.03E+11,1.52E+11,1.90E+11,2.32283E-06,3.1022E-06,2.48176E-06
394,483432,2.11E+11,1.57E+11,1.96E+11,2.29115E-06,3.07918E-06,2.46649E-06
395,495330,2.18E+11,1.62E+11,2.02E+11,2.27216E-06,3.05759E-06,2.45213E-06
396,507228,2.25E+11,1.67E+11,2.08E+11,2.25435E-06,3.03729E-06,2.4386E-06
397,519126,2.33E+11,1.72E+11,2.15E+11,2.22801E-06,3.01817E-06,2.41454E-06
398,531024,2.41E+11,1.78E+11,2.21E+11,2.20342E-06,2.98328E-06,2.40282E-06
399,542922,2.48E+11,1.83E+11,2.28E+11,2.1892E-06,2.96679E-06,2.38124E-06
400,554820,2.56E+11,1.89E+11,2.34E+11,2.16727E-06,2.93556E-06,2.37103E-06
401,570022,2.66E+11,1.95E+11,2.42E+11,2.14294E-06,2.92319E-06,2.35546E-06
402,585224,2.76E+11,2.02E+11,2.51E+11,2.12038E-06,2.89715E-06,2.33157E-06
403,600426,2.86E+11,2.09E+11,2.59E+11,2.09939E-06,2.87285E-06,2.31825E-06
404,615628,2.96E+11,2.16E+11,2.67E+11,2.07982E-06,2.85013E-06,2.30572E-06
405,630830,3.06E+11,2.23E+11,2.76E+11,2.06154E-06,2.82883E-06,2.28562E-06
406,646032,3.17E+11,2.30E+11,2.84E+11,2.03796E-06,2.80883E-06,2.27476E-06
407,661234,3.27E+11,2.37E+11,2.93E+11,2.02212E-06,2.79002E-06,2.25677E-06
408,676436,3.38E+11,2.45E+11,3.02E+11,2.00129E-06,2.76096E-06,2.23985E-06
409,691638,3.49E+11,2.52E+11,3.11E+11,1.98177E-06,2.7446E-06,2.22392E-06
410,706840,3.60E+11,2.60E+11,3.20E+11,1.96344E-06,2.71862E-06,2.20888E-06
411,726278,3.74E+11,2.69E+11,3.31E+11,1.94192E-06,2.69992E-06,2.19419E-06
412,745716,3.87E+11,2.78E+11,3.42E+11,1.92691E-06,2.68243E-06,2.18046E-06
413,765154,4.01E+11,2.88E+11,3.53E+11,1.90811E-06,2.65678E-06,2.16758E-06
414,784592,4.15E+11,2.97E+11,3.65E+11,1.89058E-06,2.64172E-06,2.14957E-06
415,804030,4.30E+11,3.07E+11,3.76E+11,1.86984E-06,2.61899E-06,2.13838E-06
416,823468,4.44E+11,3.17E+11,3.88E+11,1.85466E-06,2.59769E-06,2.12234E-06
417,842906,4.59E+11,3.27E+11,4.00E+11,1.8364E-06,2.57769E-06,2.10727E-06
418,862344,4.74E+11,3.37E+11,4.12E+11,1.81929E-06,2.55888E-06,2.09307E-06
419,881782,4.90E+11,3.47E+11,4.24E+11,1.79956E-06,2.54116E-06,2.07967E-06
420,901220,5.06E+11,3.58E+11,4.37E+11,1.78107E-06,2.51737E-06,2.06229E-06
421,926094,5.26E+11,3.71E+11,4.53E+11,1.76063E-06,2.49621E-06,2.04436E-06
422,950968,5.46E+11,3.85E+11,4.69E+11,1.7417E-06,2.47005E-06,2.02765E-06
423,975842,5.66E+11,3.98E+11,4.85E+11,1.7241E-06,2.45186E-06,2.01205E-06
424,1000716,5.87E+11,4.12E+11,5.01E+11,1.7048E-06,2.42892E-06,1.99744E-06
425,1025590,6.08E+11,4.26E+11,5.17E+11,1.68683E-06,2.40749E-06,1.98373E-06
426,1050464,6.29E+11,4.40E+11,5.34E+11,1.67005E-06,2.38742E-06,1.96716E-06
427,1075338,6.51E+11,4.54E+11,5.51E+11,1.65182E-06,2.36859E-06,1.95161E-06
428,1100212,6.73E+11,4.69E+11,5.68E+11,1.63479E-06,2.34587E-06,1.93699E-06
429,1125086,6.95E+11,4.83E+11,5.85E+11,1.61883E-06,2.32937E-06,1.92322E-06
430,1149960,7.18E+11,4.98E+11,6.03E+11,1.60162E-06,2.30916E-06,1.90706E-06
431,1181814,7.46E+11,5.16E+11,6.25E+11,1.5842E-06,2.29034E-06,1.8909E-06
432,1213668,7.74E+11,5.35E+11,6.46E+11,1.56805E-06,2.26854E-06,1.87874E-06
433,1245522,8.02E+11,5.54E+11,6.68E+11,1.55302E-06,2.24823E-06,1.86455E-06
434,1277376,8.31E+11,5.73E+11,6.91E+11,1.53716E-06,2.22928E-06,1.84859E-06
435,1309230,8.61E+11,5.92E+11,7.14E+11,1.52059E-06,2.21154E-06,1.83366E-06
436,1341084,8.91E+11,6.12E+11,7.36E+11,1.50514E-06,2.19131E-06,1.82213E-06
437,1372938,9.21E+11,6.31E+11,7.60E+11,1.4907E-06,2.17581E-06,1.8065E-06
438,1404792,9.52E+11,6.52E+11,7.83E+11,1.47562E-06,2.15459E-06,1.79411E-06
439,1436646,9.84E+11,6.72E+11,8.07E+11,1.46001E-06,2.13787E-06,1.78023E-06
440,1468500,1.02E+12,6.93E+11,8.31E+11,1.43971E-06,2.11905E-06,1.76715E-06
441,1509324,1.05E+12,7.18E+11,8.61E+11,1.43745E-06,2.10212E-06,1.75299E-06
442,1550148,1.09E+12,7.43E+11,8.91E+11,1.42215E-06,2.08634E-06,1.73978E-06
443,1590972,1.13E+12,7.69E+11,9.21E+11,1.40794E-06,2.06888E-06,1.72744E-06
444,1631796,1.18E+12,7.96E+11,9.52E+11,1.38288E-06,2.04999E-06,1.71407E-06
445,1672620,1.22E+12,8.22E+11,9.83E+11,0.000001371,2.03482E-06,1.70155E-06
446,1713444,1.26E+12,8.50E+11,1.01E+12,1.35988E-06,2.01582E-06,1.69648E-06
447,1754268,1.30E+12,8.77E+11,1.05E+12,1.34944E-06,2.00031E-06,1.67073E-06
448,1795092,1.35E+12,9.05E+11,1.08E+12,1.3297E-06,1.98353E-06,1.66212E-06
449,1835916,1.39E+12,9.33E+11,1.11E+12,1.3208E-06,1.96776E-06,1.65398E-06
450,1876740,1.43E+12,9.62E+11,1.14E+12,1.31241E-06,1.95087E-06,1.64626E-06
451,1929101,1.49E+12,9.97E+11,1.19E+12,1.2947E-06,1.93491E-06,1.62109E-06
452,1981462,1.54E+12,1.03E+12,1.23E+12,1.28666E-06,1.92375E-06,1.61094E-06
453,2033823,1.60E+12,1.07E+12,1.27E+12,1.27114E-06,1.90077E-06,1.60144E-06
454,2086184,1.66E+12,1.10E+12,1.31E+12,1.25674E-06,1.89653E-06,1.59251E-06
455,2138545,1.72E+12,1.14E+12,1.35E+12,1.24334E-06,1.87592E-06,1.58411E-06
456,2190906,1.78E+12,1.18E+12,1.40E+12,1.23085E-06,1.8567E-06,1.56493E-06
457,2243267,1.84E+12,1.22E+12,1.44E+12,1.21917E-06,1.83874E-06,1.55782E-06
458,2295628,1.90E+12,1.26E+12,1.49E+12,1.20823E-06,1.82193E-06,1.54069E-06
459,2347989,1.96E+12,1.29E+12,1.53E+12,1.19795E-06,1.82015E-06,1.53463E-06
460,2400350,2.02E+12,1.33E+12,1.58E+12,1.18829E-06,1.80477E-06,1.51921E-06
461,2467560,2.10E+12,1.38E+12,1.63E+12,1.17503E-06,1.78809E-06,1.51384E-06
462,2534770,2.18E+12,1.43E+12,1.69E+12,1.16274E-06,1.77257E-06,1.49986E-06
463,2601980,2.26E+12,1.48E+12,1.75E+12,1.15132E-06,1.75809E-06,1.48685E-06
464,2669190,2.34E+12,1.53E+12,1.80E+12,1.14068E-06,1.74457E-06,1.48288E-06
465,2736400,2.42E+12,1.58E+12,1.86E+12,1.13074E-06,1.7319E-06,1.47118E-06
466,2803610,2.50E+12,1.63E+12,1.92E+12,1.12144E-06,1.72001E-06,1.46021E-06
467,2870820,2.59E+12,1.69E+12,1.98E+12,1.10842E-06,1.69871E-06,1.44991E-06
468,2938030,2.67E+12,1.74E+12,2.04E+12,1.10039E-06,1.68852E-06,1.44021E-06
469,3005240,2.76E+12,1.79E+12,2.10E+12,1.08886E-06,1.67891E-06,1.43107E-06
470,3072450,2.85E+12,1.85E+12,2.17E+12,1.07805E-06,1.66078E-06,1.41588E-06
471,3158786,2.95E+12,1.92E+12,2.24E+12,1.07077E-06,1.6452E-06,1.41017E-06
472,3245122,3.06E+12,1.98E+12,2.32E+12,1.0605E-06,1.63895E-06,1.39876E-06
473,3331458,3.17E+12,2.05E+12,2.40E+12,1.05093E-06,1.6251E-06,1.38811E-06
474,3417794,3.29E+12,2.12E+12,2.48E+12,1.03884E-06,1.61217E-06,1.37814E-06
475,3504130,3.40E+12,2.19E+12,2.56E+12,1.03063E-06,1.60006E-06,1.3688E-06
476,3590466,3.52E+12,2.26E+12,2.64E+12,1.02002E-06,1.5887E-06,1.36003E-06
477,3676802,3.64E+12,2.34E+12,2.72E+12,1.01011E-06,1.57128E-06,1.35177E-06
478,3763138,3.76E+12,2.41E+12,2.81E+12,1.00083E-06,1.56147E-06,1.3392E-06
479,3849474,3.88E+12,2.49E+12,2.89E+12,9.92132E-07,1.54597E-06,1.332E-06
480,3935810,4.00E+12,2.56E+12,2.98E+12,9.83953E-07,1.53743E-06,1.32074E-06
481,4046800,4.15E+12,2.65E+12,3.08E+12,9.75133E-07,1.52709E-06,1.3139E-06
482,4157790,4.31E+12,2.75E+12,3.19E+12,9.64684E-07,1.51192E-06,1.30338E-06
483,4268780,4.46E+12,2.84E+12,3.30E+12,9.57126E-07,1.50309E-06,1.29357E-06
484,4379770,4.62E+12,2.94E+12,3.41E+12,9.48002E-07,1.48972E-06,1.28439E-06
485,4490760,4.78E+12,3.04E+12,3.52E+12,9.3949E-07,1.47722E-06,1.27578E-06
486,4601750,4.94E+12,3.14E+12,3.63E+12,9.31528E-07,1.46553E-06,1.2677E-06
487,4712740,5.11E+12,3.24E+12,3.74E+12,9.22258E-07,1.45455E-06,1.26009E-06
488,4823730,5.27E+12,3.34E+12,3.86E+12,9.15319E-07,1.44423E-06,1.24967E-06
489,4934720,5.44E+12,3.44E+12,3.97E+12,9.07118E-07,1.43451E-06,1.243E-06
490,5045710,5.62E+12,3.54E+12,4.09E+12,8.97813E-07,1.42534E-06,1.23367E-06
491,5188504,5.83E+12,3.67E+12,4.24E+12,8.89966E-07,1.41376E-06,1.2237E-06
492,5331298,6.04E+12,3.80E+12,4.38E+12,8.82665E-07,1.40297E-06,1.21719E-06
493,5474092,6.26E+12,3.93E+12,4.53E+12,8.74456E-07,1.3929E-06,1.20841E-06
494,5616886,6.48E+12,4.07E+12,4.68E+12,8.66803E-07,1.38007E-06,1.20019E-06
495,5759680,6.70E+12,4.20E+12,4.83E+12,8.59654E-07,1.37135E-06,1.19248E-06
496,5902474,6.93E+12,4.34E+12,4.99E+12,8.51728E-07,1.36002E-06,1.18286E-06
497,6045268,7.16E+12,4.48E+12,5.14E+12,8.44311E-07,1.34939E-06,1.17612E-06
498,6188062,7.40E+12,4.62E+12,5.30E+12,8.36225E-07,1.33941E-06,1.16756E-06
499,6330856,7.63E+12,4.76E+12,5.46E+12,8.29732E-07,1.33001E-06,1.1595E-06
500,6473650,7.88E+12,4.90E+12,5.62E+12,8.21529E-07,1.32115E-06,1.1519E-06
501,6657502,8.17E+12,5.08E+12,5.82E+12,8.14872E-07,1.31053E-06,1.1439E-06
502,6841354,8.47E+12,5.26E+12,6.02E+12,8.07716E-07,1.30064E-06,1.13644E-06
503,7025206,8.77E+12,5.44E+12,6.22E+12,8.0105E-07,1.2914E-06,1.12945E-06
504,7209058,9.08E+12,5.62E+12,6.43E+12,7.93949E-07,1.28275E-06,1.12116E-06
505,7392910,9.40E+12,5.81E+12,6.63E+12,7.8648E-07,1.27245E-06,1.11507E-06
506,7576762,9.71E+12,6.00E+12,6.84E+12,7.80305E-07,1.26279E-06,1.10771E-06
507,7760614,1.00E+13,6.19E+12,7.06E+12,7.76061E-07,1.25373E-06,1.09924E-06
508,7944466,1.04E+13,6.38E+12,7.27E+12,7.63891E-07,1.24521E-06,1.09277E-06
509,8128318,1.07E+13,6.58E+12,7.49E+12,7.59656E-07,1.23531E-06,1.08522E-06
510,8312170,1.10E+13,6.78E+12,7.71E+12,7.55652E-07,1.22598E-06,1.0781E-06
511,8549067,1.14E+13,7.02E+12,7.98E+12,7.49918E-07,1.21782E-06,1.07131E-06
512,8785964,1.19E+13,7.27E+12,8.26E+12,7.38316E-07,1.20852E-06,1.06368E-06
513,9022861,1.23E+13,7.52E+12,8.54E+12,7.33566E-07,1.19985E-06,1.05654E-06
514,9259758,1.27E+13,7.77E+12,8.82E+12,7.29115E-07,1.19173E-06,1.04986E-06
515,9496655,1.32E+13,8.03E+12,9.10E+12,7.19444E-07,1.18265E-06,1.04359E-06
516,9733552,1.36E+13,8.29E+12,9.39E+12,7.15702E-07,1.17413E-06,1.03659E-06
517,9970449,1.40E+13,8.55E+12,9.68E+12,7.12175E-07,1.16613E-06,1.03001E-06
518,10207346,1.45E+13,8.82E+12,9.98E+12,7.03955E-07,1.1573E-06,1.02278E-06
519,10444243,1.50E+13,9.09E+12,1.03E+13,6.96283E-07,1.14898E-06,1.014E-06
520,10681140,1.54E+13,9.36E+12,1.06E+13,6.93581E-07,1.14115E-06,1.00765E-06
521,10986621,1.60E+13,9.70E+12,1.09E+13,6.86664E-07,1.13264E-06,1.00795E-06
522,11292102,1.66E+13,1.00E+13,1.13E+13,6.80247E-07,1.12921E-06,9.99301E-07
523,11597583,1.72E+13,1.04E+13,1.17E+13,6.74278E-07,1.11515E-06,9.91246E-07
524,11903064,1.78E+13,1.07E+13,1.21E+13,6.68711E-07,1.11244E-06,9.83724E-07
525,12208545,1.84E+13,1.11E+13,1.25E+13,6.63508E-07,1.09987E-06,9.76684E-07
526,12514026,1.90E+13,1.15E+13,1.29E+13,6.58633E-07,1.08818E-06,9.7008E-07
527,12819507,1.96E+13,1.18E+13,1.33E+13,6.54056E-07,1.0864E-06,9.63873E-07
528,13124988,2.03E+13,1.22E+13,1.37E+13,6.46551E-07,1.07582E-06,9.58028E-07
529,13430469,2.09E+13,1.26E+13,1.41E+13,6.42606E-07,1.06591E-06,9.52516E-07
530,13735950,2.16E+13,1.29E+13,1.45E+13,6.35924E-07,1.0648E-06,9.47307E-07
531,14130172,2.24E+13,1.34E+13,1.50E+13,6.30811E-07,1.05449E-06,9.42011E-07
532,14524394,2.32E+13,1.39E+13,1.55E+13,6.26051E-07,1.04492E-06,9.37058E-07
533,14918616,2.40E+13,1.43E+13,1.61E+13,6.21609E-07,1.04326E-06,9.26622E-07
534,15312838,2.49E+13,1.48E+13,1.66E+13,6.14973E-07,1.03465E-06,9.2246E-07
535,15707060,2.57E+13,1.53E+13,1.71E+13,6.1117E-07,1.02661E-06,9.18542E-07
536,16101282,2.66E+13,1.58E+13,1.77E+13,6.05311E-07,1.01907E-06,9.09677E-07
537,16495504,2.74E+13,1.63E+13,1.82E+13,6.02026E-07,1.01199E-06,9.06346E-07
538,16889726,2.83E+13,1.68E+13,1.88E+13,5.9681E-07,1.00534E-06,8.9839E-07
539,17283948,2.92E+13,1.73E+13,1.93E+13,5.91916E-07,9.99072E-07,8.95541E-07
540,17678170,3.01E+13,1.79E+13,1.99E+13,5.87315E-07,9.87607E-07,8.8835E-07
541,18187301,3.13E+13,1.85E+13,2.06E+13,5.81064E-07,9.83097E-07,8.82879E-07
542,18696432,3.24E+13,1.91E+13,2.13E+13,5.7705E-07,9.78871E-07,8.77767E-07
543,19205563,3.35E+13,1.98E+13,2.20E+13,5.733E-07,9.69978E-07,8.7298E-07
544,19714694,3.47E+13,2.05E+13,2.27E+13,5.68147E-07,9.61692E-07,8.68489E-07
545,20223825,3.59E+13,2.11E+13,2.35E+13,5.63338E-07,9.58475E-07,8.60588E-07
546,20732956,3.71E+13,2.18E+13,2.42E+13,5.5884E-07,9.51053E-07,8.56734E-07
547,21242087,3.83E+13,2.25E+13,2.50E+13,5.54624E-07,9.44093E-07,8.49683E-07
548,21751218,3.95E+13,2.32E+13,2.57E+13,5.50664E-07,9.37553E-07,8.46351E-07
549,22260349,4.08E+13,2.39E+13,2.65E+13,5.45597E-07,9.31395E-07,8.40013E-07
550,22769480,4.21E+13,2.46E+13,2.73E+13,5.40843E-07,9.25589E-07,8.34047E-07
551,23427518,4.36E+13,2.55E+13,2.82E+13,5.37328E-07,9.18726E-07,8.30763E-07
552,24085556,4.52E+13,2.64E+13,2.92E+13,5.32866E-07,9.12332E-07,8.24848E-07
553,24743594,4.68E+13,2.73E+13,3.02E+13,5.28709E-07,9.06359E-07,8.19324E-07
554,25401632,4.84E+13,2.82E+13,3.12E+13,5.24827E-07,9.00767E-07,8.14155E-07
555,26059670,5.01E+13,2.92E+13,3.22E+13,5.20153E-07,8.92454E-07,8.09307E-07
556,26717708,5.18E+13,3.01E+13,3.32E+13,5.15786E-07,8.87631E-07,8.0475E-07
557,27375746,5.35E+13,3.11E+13,3.42E+13,5.11696E-07,8.80249E-07,8.0046E-07
558,28033784,5.52E+13,3.20E+13,3.53E+13,5.07858E-07,8.76056E-07,7.94158E-07
559,28691822,5.69E+13,3.30E+13,3.63E+13,5.0425E-07,8.69449E-07,7.90408E-07
560,29349860,5.87E+13,3.40E+13,3.74E+13,4.99998E-07,8.63231E-07,7.84756E-07
561,30201006,6.08E+13,3.52E+13,3.87E+13,4.96727E-07,8.57983E-07,7.80388E-07
562,31052152,6.30E+13,3.64E+13,4.00E+13,4.92891E-07,8.53081E-07,7.76304E-07
563,31903298,6.53E+13,3.77E+13,4.14E+13,4.88565E-07,8.46241E-07,7.70611E-07
564,32754444,6.75E+13,3.90E+13,4.27E+13,4.85251E-07,8.39858E-07,7.67083E-07
565,33605590,6.98E+13,4.02E+13,4.41E+13,4.81455E-07,8.3596E-07,7.62032E-07
566,34456736,7.22E+13,4.15E+13,4.55E+13,4.7724E-07,8.30283E-07,7.57291E-07
567,35307882,7.45E+13,4.29E+13,4.69E+13,4.73931E-07,8.23028E-07,7.52833E-07
568,36159028,7.69E+13,4.42E+13,4.83E+13,4.70208E-07,8.18078E-07,7.48634E-07
569,37010174,7.93E+13,4.55E+13,4.98E+13,4.66711E-07,8.1341E-07,7.43176E-07
570,37861320,8.18E+13,4.69E+13,5.12E+13,4.62852E-07,8.07278E-07,7.39479E-07
571,38963084,8.48E+13,4.86E+13,5.30E+13,4.5947E-07,8.0171E-07,7.35153E-07
572,40064848,8.79E+13,5.03E+13,5.48E+13,4.558E-07,7.96518E-07,7.3111E-07
573,41166612,9.10E+13,5.20E+13,5.67E+13,4.5238E-07,7.91666E-07,7.26043E-07
574,42268376,9.41E+13,5.37E+13,5.85E+13,4.49186E-07,7.87121E-07,7.22536E-07
575,43370140,9.73E+13,5.55E+13,6.04E+13,4.45736E-07,7.81444E-07,7.18049E-07
576,44471904,1.01E+14,5.73E+13,6.23E+13,4.40316E-07,7.76124E-07,7.13835E-07
577,45573668,1.04E+14,5.91E+13,6.43E+13,4.38208E-07,7.71128E-07,7.08766E-07
578,46675432,1.07E+14,6.09E+13,6.62E+13,4.36219E-07,7.66427E-07,7.05067E-07
579,47777196,1.11E+14,6.28E+13,6.82E+13,4.30425E-07,7.60783E-07,7.00545E-07
580,48878960,1.14E+14,6.46E+13,7.02E+13,4.28763E-07,7.5664E-07,6.96281E-07
581,50306226,1.18E+14,6.70E+13,7.26E+13,4.26324E-07,7.50839E-07,6.92923E-07
582,51733492,1.22E+14,6.93E+13,7.51E+13,4.24045E-07,7.46515E-07,6.88861E-07
583,53160758,1.27E+14,7.17E+13,7.77E+13,4.18589E-07,7.41433E-07,6.8418E-07
584,54588024,1.31E+14,7.41E+13,8.02E+13,4.16702E-07,7.3668E-07,6.80649E-07
585,56015290,1.36E+14,7.65E+13,8.28E+13,4.11877E-07,7.32226E-07,6.76513E-07
586,57442556,1.40E+14,7.90E+13,8.54E+13,4.10304E-07,7.27121E-07,6.72629E-07
587,58869822,1.45E+14,8.15E+13,8.81E+13,4.05999E-07,7.22329E-07,6.68216E-07
588,60297088,1.50E+14,8.40E+13,9.07E+13,4.01981E-07,7.17822E-07,6.64797E-07
589,61724354,1.56E+14,8.66E+13,9.34E+13,3.95669E-07,7.12752E-07,6.6086E-07
590,63151620,1.62E+14,8.91E+13,9.61E+13,3.89825E-07,7.08772E-07,6.57145E-07
591,65001962,1.69E+14,9.23E+13,9.95E+13,3.84627E-07,7.04247E-07,6.53286E-07
592,66852304,1.76E+14,9.56E+13,1.03E+14,3.79843E-07,6.99292E-07,6.49051E-07
593,68702646,1.83E+14,9.89E+13,1.06E+14,3.75424E-07,6.94668E-07,6.48138E-07
594,70552988,1.91E+14,1.02E+14,1.10E+14,3.69387E-07,6.91696E-07,6.41391E-07
595,72403330,1.98E+14,1.06E+14,1.13E+14,3.65673E-07,6.8305E-07,6.40737E-07
596,74253672,2.06E+14,1.09E+14,1.17E+14,3.60455E-07,6.81226E-07,6.34647E-07
597,76104014,2.14E+14,1.12E+14,1.21E+14,3.55626E-07,6.795E-07,6.28959E-07
598,77954356,2.22E+14,1.16E+14,1.24E+14,3.51146E-07,6.7202E-07,6.28664E-07
599,79804698,2.30E+14,1.19E+14,1.28E+14,3.46977E-07,6.70628E-07,6.23474E-07
600,81655040,2.39E+14,1.23E+14,1.32E+14,3.41653E-07,6.63862E-07,6.18599E-07
601,84055698,2.49E+14,1.27E+14,1.36E+14,3.37573E-07,6.61856E-07,6.18057E-07
602,86456356,2.59E+14,1.32E+14,1.41E+14,3.33808E-07,6.54972E-07,6.13166E-07
603,88857014,2.70E+14,1.36E+14,1.46E+14,3.291E-07,6.5336E-07,6.0861E-07
604,91257672,2.81E+14,1.41E+14,1.51E+14,3.2476E-07,6.47218E-07,6.04355E-07
605,93658330,2.92E+14,1.45E+14,1.55E+14,3.20748E-07,6.4592E-07,6.04247E-07
606,96058988,3.03E+14,1.50E+14,1.60E+14,3.17026E-07,6.40393E-07,6.00369E-07
607,98459646,3.15E+14,1.55E+14,1.65E+14,3.1257E-07,6.35224E-07,5.96725E-07
608,100860304,3.26E+14,1.60E+14,1.70E+14,3.09387E-07,6.30377E-07,5.93296E-07
609,103260962,3.38E+14,1.64E+14,1.75E+14,3.05506E-07,6.2964E-07,5.90063E-07
610,105661620,3.50E+14,1.69E+14,1.80E+14,3.0189E-07,6.25217E-07,5.87009E-07
611,108778638,3.65E+14,1.75E+14,1.87E+14,2.98024E-07,6.21592E-07,5.81704E-07
612,111895656,3.80E+14,1.82E+14,1.93E+14,2.94462E-07,6.14811E-07,5.7977E-07
613,115012674,3.96E+14,1.88E+14,2.00E+14,2.90436E-07,6.1177E-07,5.75063E-07
614,118129692,4.11E+14,1.94E+14,2.06E+14,2.8742E-07,6.08916E-07,5.73445E-07
615,121246710,4.27E+14,2.00E+14,2.13E+14,2.8395E-07,6.06234E-07,5.69233E-07
616,124363728,4.43E+14,2.07E+14,2.20E+14,2.80731E-07,6.00791E-07,5.6529E-07
617,127480746,4.60E+14,2.13E+14,2.26E+14,2.77132E-07,5.98501E-07,5.64074E-07
618,130597764,4.77E+14,2.20E+14,2.33E+14,2.7379E-07,5.93626E-07,5.60505E-07
619,133714782,4.94E+14,2.27E+14,2.40E+14,2.70678E-07,5.89052E-07,5.57145E-07
620,136831800,5.12E+14,2.33E+14,2.47E+14,2.6725E-07,5.87261E-07,5.53975E-07
621,140882021,5.33E+14,2.42E+14,2.56E+14,2.64319E-07,5.82157E-07,5.5032E-07
622,144932242,5.55E+14,2.50E+14,2.65E+14,2.61139E-07,5.79729E-07,5.46914E-07
623,148982463,5.77E+14,2.59E+14,2.74E+14,2.58202E-07,5.75222E-07,5.43732E-07
624,153032684,5.99E+14,2.68E+14,2.83E+14,2.5548E-07,5.71017E-07,5.40752E-07
625,157082905,6.22E+14,2.76E+14,2.92E+14,2.52545E-07,5.69141E-07,5.37955E-07
626,161133126,6.46E+14,2.85E+14,3.01E+14,2.49432E-07,5.65379E-07,5.35326E-07
627,165183347,6.70E+14,2.94E+14,3.10E+14,2.46542E-07,5.61848E-07,5.3285E-07
628,169233568,6.94E+14,3.03E+14,3.20E+14,2.43852E-07,5.58527E-07,5.28855E-07
629,173283789,7.19E+14,3.12E+14,3.29E+14,2.41007E-07,5.55397E-07,5.26698E-07
630,177334010,7.44E+14,3.22E+14,3.39E+14,2.38352E-07,5.50727E-07,5.23109E-07
631,182600830,7.74E+14,3.33E+14,3.51E+14,2.35918E-07,5.48351E-07,5.2023E-07
632,187867650,8.06E+14,3.45E+14,3.63E+14,2.33086E-07,5.44544E-07,5.17542E-07
633,193134470,8.38E+14,3.57E+14,3.75E+14,2.30471E-07,5.40993E-07,5.15025E-07
634,198401290,8.70E+14,3.69E+14,3.87E+14,2.28047E-07,5.37673E-07,5.12665E-07
